candidate_id,source,parent_event_id,charge,x_hit_m,slope_rad,energy_gev
748.0,signal_electron,2888.0,1.0,-0.07203103819791255,-0.02191725233308744,0.170628248399332
749.0,signal_electron,2888.0,-1.0,0.07203103819791255,0.02191725233308744,0.14870235927249156
750.0,signal_electron,2891.0,1.0,-0.036875092793971574,-0.013472001208961092,0.13683658348463734
751.0,signal_electron,2891.0,-1.0,0.036875092793971574,0.013472001208961092,0.16911844570187617
752.0,signal_electron,2896.0,1.0,-0.01434057185077048,-0.0057212715872942835,0.19754275737193114
753.0,signal_electron,2896.0,-1.0,0.01434057185077048,0.0057212715872942835,0.23987753254221103
754.0,signal_electron,2917.0,1.0,0.0672525780512021,0.020080339244919632,0.2246803649722892
755.0,signal_electron,2917.0,-1.0,-0.0672525780512021,-0.020080339244919632,0.13717142404708704
756.0,signal_electron,2919.0,1.0,-0.009392432695090413,-0.00823501722128485,0.269509367701493
757.0,signal_electron,2919.0,-1.0,0.009392432695090413,0.00823501722128485,0.19025023259783352
758.0,signal_electron,2935.0,1.0,-0.06600499392894928,-0.014984300621753611,0.19821520842363818
759.0,signal_electron,2935.0,-1.0,0.06600499392894928,0.014984300621753611,0.21801804568460384
760.0,signal_electron,2940.0,1.0,-0.03134131254729429,-0.01591174284008297,0.2089626771981825
761.0,signal_electron,2940.0,-1.0,0.03134131254729429,0.01591174284008297,0.24264574590962407
762.0,signal_electron,2941.0,1.0,-0.05228223687856337,-0.030244303448792215,0.07542893154381142
763.0,signal_electron,2941.0,-1.0,0.05228223687856337,0.030244303448792215,0.0836012665350914
764.0,signal_electron,2942.0,1.0,0.009906400480392725,0.012305824331852974,0.20269482334561734
765.0,signal_electron,2942.0,-1.0,-0.009906400480392725,-0.012305824331852974,0.1528667196840931
766.0,signal_electron,2949.0,1.0,-0.04584270287688886,-0.02001925685870785,0.20337786410811157
767.0,signal_electron,2949.0,-1.0,0.04584270287688886,0.02001925685870785,0.25351623134391116
768.0,signal_electron,2950.0,1.0,0.06811119501293958,0.016185382164200877,0.17750966687243414
769.0,signal_electron,2950.0,-1.0,-0.06811119501293958,-0.016185382164200877,0.2395415955846219
770.0,signal_electron,2954.0,1.0,-0.0073620145173742746,-0.0020016704825047663,0.21894615570725298
771.0,signal_electron,2954.0,-1.0,0.0073620145173742746,0.0020016704825047663,0.17058140613947254
772.0,signal_electron,2957.0,1.0,-0.08498215097037443,-0.021432918458208935,0.2560505940443977
773.0,signal_electron,2957.0,-1.0,0.08498215097037443,0.021432918458208935,0.17594488275738882
774.0,signal_electron,2966.0,1.0,0.009172654351182521,0.004852681112891935,0.25156048725470087
775.0,signal_electron,2966.0,-1.0,-0.009172654351182521,-0.004852681112891935,0.20841030309155748
776.0,signal_electron,2970.0,1.0,0.04300506429176623,0.009635728982199315,0.1793920175071146
777.0,signal_electron,2970.0,-1.0,-0.04300506429176623,-0.009635728982199315,0.23071941314041905
778.0,signal_electron,2978.0,1.0,0.025209222610128208,0.006270313659597585,0.24511524035450227
779.0,signal_electron,2978.0,-1.0,-0.025209222610128208,-0.006270313659597585,0.20058404630159044
780.0,signal_electron,2989.0,1.0,0.05975361579635736,0.018948942202124005,0.2643125742379844
781.0,signal_electron,2989.0,-1.0,-0.05975361579635736,-0.018948942202124005,0.17841673562438257
782.0,signal_electron,2998.0,1.0,0.059361885826998875,0.015241320332666258,0.23623688558228548
783.0,signal_electron,2998.0,-1.0,-0.059361885826998875,-0.015241320332666258,0.204545467814459
784.0,signal_electron,3003.0,1.0,-0.1317946016619186,-0.04190397929786668,0.08923027916000537
785.0,signal_electron,3003.0,-1.0,0.1317946016619186,0.04190397929786668,0.1280710311482849
786.0,signal_electron,3020.0,1.0,0.38907151396992085,0.08551232980046829,0.05093846045831802
787.0,signal_electron,3020.0,-1.0,-0.38907151396992085,-0.08551232980046829,0.06702004561806642
788.0,signal_electron,3024.0,1.0,-0.04832435488761628,-0.014556911399938815,0.1585838238495625
