pos_candidate_id,neg_candidate_id,z_vertex_m,x_vertex_m,opening_angle_rad,reco_mass_mev,score,is_true_signal_pair
590.0,645.0,4.200238330934204,-2.486036687936871e-05,0.016257358565552837,4.2149899312064445,3.2010294905488735e-05,False
644.0,591.0,4.200238330934204,2.4860366879371314e-05,0.016257358565552837,3.7534871760602244,3.201029490549134e-05,False
602.0,875.0,4.19793073797319,8.014353895145418e-05,0.007563720904633182,1.3804235946261922,0.00014222139975577128,False
874.0,603.0,4.19793073797319,-8.014353895145722e-05,0.007563720904633182,1.6840042595663998,0.00014222139975577432,False
676.0,151.0,4.200009650698133,-0.00021313480302230514,0.0067737154106968876,1.6183418972260695,0.0002134243239662975,False
150.0,677.0,4.200009650698133,0.00021313480302230552,0.0067737154106968876,1.2231250330094305,0.0002134243239662979,False
848.0,849.0,4.209215020108788,0.0,0.06790725118887786,11.907280443526535,0.00027645060326363156,True
240.0,209.0,4.201261646114393,0.00029445331161646817,0.006686691808003653,1.0439183138025974,0.00033230269504824653,False
208.0,241.0,4.201261646114393,-0.00029445331161647055,0.006686691808003653,0.7380639816089137,0.0003323026950482489,False
576.0,753.0,4.200354327671056,-0.0005327070713576475,0.009866781799615176,1.9553905790473023,0.0005433369014893352,False
752.0,577.0,4.200354327671056,0.0005327070713576493,0.009866781799615176,1.973479363823417,0.0005433369014893369,False
726.0,531.0,4.199873154466015,0.000570352739944071,0.0069937235018168314,1.1832690055652173,0.0005741581059636179,False
530.0,727.0,4.199873154466015,-0.000570352739944071,0.0069937235018168314,1.3612638185161525,0.0005741581059636179,False
520.0,799.0,4.204418468742489,-0.0004540180217962875,0.012402975993130817,2.4732279837177447,0.0005865720840709465,False
798.0,521.0,4.204418468742489,0.0004540180217962875,0.012402975993130817,2.9948232702338657,0.0005865720840709465,False
498.0,499.0,4.220611669840992,0.0,0.0788338089589209,7.904554638002739,0.0006183500952297649,True
288.0,275.0,4.199085627915291,0.0006172286141539821,0.00805515793883065,1.4735534285826941,0.0006446597766952691,False
274.0,289.0,4.199085627915291,-0.0006172286141539855,0.00805515793883065,1.4206991699909564,0.0006446597766952726,False
900.0,857.0,4.1944163883306,0.0006835201195374771,0.021988114635731568,3.947422521385566,0.0008510284696194811,False
856.0,901.0,4.1944163883306,-0.0006835201195374771,0.021988114635731568,4.0234589045123474,0.0008510284696194811,False
884.0,885.0,4.229110637776642,0.0,0.09515306459003733,8.056430625660592,0.000873319133299244,True
220.0,25.0,4.201675123962169,-0.0009014841014813365,0.020988658320948633,4.139693551836823,0.0009517378203464086,False
24.0,221.0,4.201675123962169,0.0009014841014813382,0.020988658320948633,5.488515768454267,0.0009517378203464103,False
494.0,925.0,4.220396841291999,-0.0003882821283246289,0.009640399007626789,1.5630229466810448,0.0010001873670845867,False
924.0,495.0,4.220396841291999,0.0003882821283246298,0.009640399007626789,1.3984437750988299,0.0010001873670845876,False
200.0,273.0,4.195955751386339,0.0009087357687183693,0.01970434318841333,4.078419913273233,0.0010300632271282172,False
272.0,201.0,4.195955751386339,-0.0009087357687183745,0.01970434318841333,4.173355998101665,0.0010300632271282224,False
158.0,995.0,4.1973699552202355,-0.0011409850204497432,0.03568224333375386,6.48133647622348,0.0012198863638426842,False
994.0,159.0,4.1973699552202355,0.0011409850204497432,0.03568224333375386,5.95062551786305,0.0012198863638426842,False
216.0,347.0,4.19915391037716,-0.0013017356575138455,0.012991200910487737,2.4243382381449328,0.0013271183461990438,False
346.0,217.0,4.19915391037716,0.0013017356575138507,0.012991200910487737,2.8400872432171527,0.001327118346199049,False
696.0,315.0,4.160393890576898,0.00016790018277043801,0.0025712593980236277,0.4599375003251868,0.0013560834654635162,False
314.0,697.0,4.160393890576898,-0.00016790018277043888,0.0025712593980236277,0.4322754108334574,0.001356083465463517,False
326.0,581.0,4.2062580960806,0.0013678594302222354,0.010257142367156562,1.8302636671395254,0.0015556023126402426,False
580.0,327.0,4.2062580960806,-0.0013678594302222388,0.010257142367156562,1.812323527074375,0.001555602312640246,False
890.0,891.0,4.146277149747082,0.0,0.09620904392376259,9.96980882155282,0.0016116855075875502,True
1016.0,939.0,4.202884811648132,-0.001579351670629392,0.03250860812617244,7.773952568771714,0.001665896020073343,False
938.0,1017.0,4.202884811648132,0.0015793516706293954,0.03250860812617244,7.084997244284876,0.0016658960200733465,False
572.0,359.0,4.198089841887841,-0.0017164874708124264,0.027956572801499244,4.646595382411724,0.0017737922141772098,False
358.0,573.0,4.198089841887841,0.0017164874708124264,0.027956572801499244,6.577775820362502,0.0017737922141772098,False
894.0,883.0,4.2082163629264535,0.0015740401083814224,0.0011393392297224837,0.1724700716908769,0.0018205309961750226,False
882.0,895.0,4.2082163629264535,-0.0015740401083814224,0.0011393392297224837,0.19232378986627688,0.0018205309961750226,False
700.0,229.0,4.190701026575683,0.0016283946169937807,0.018047688639112328,3.6683672202637854,0.0019073638197233027,False
228.0,701.0,4.190701026575683,-0.0016283946169937825,0.018047688639112328,3.730784747397131,0.0019073638197233045,False
750.0,139.0,4.20166502819397,-0.001870320912514857,0.02215754419821883,2.9429422755580257,0.0019202717583339526,False
138.0,751.0,4.20166502819397,0.001870320912514871,0.02215754419821883,3.7702404025255114,0.0019202717583339665,False
214.0,725.0,4.197112306908934,-0.001907768662485744,0.020638669385553848,3.6647805542769607,0.001994399455217716,False
724.0,215.0,4.197112306908934,0.001907768662485751,0.020638669385553848,3.5722753663057834,0.001994399455217723,False
816.0,407.0,4.235448224873041,-0.0010066236866278604,0.0033233072952892377,0.5204953434121138,0.0020700704328190838,False
406.0,817.0,4.235448224873041,0.0010066236866278604,0.0033233072952892377,0.6605591142005607,0.0020700704328190838,False
218.0,979.0,4.20158971048161,-0.0021096820836373573,0.0035544478643603546,0.8030742399904794,0.0021573733980856454,False
978.0,219.0,4.20158971048161,0.002109682083637358,0.0035544478643603546,0.6682349329279391,0.0021573733980856462,False
744.0,453.0,4.207738139592542,-0.0020802395349228883,0.0033738279025160517,0.6334618872893849,0.0023123837226991413,False
452.0,745.0,4.207738139592542,0.002080239534922889,0.0033738279025160517,0.6658995039830614,0.002312383722699142,False
716.0,771.0,4.206598163514554,0.0021708786120077025,0.02030423403720266,3.1895995867342357,0.002368823517444329,False
770.0,717.0,4.206598163514554,-0.002170878612007706,0.02030423403720266,4.089227831433731,0.0023688235174443325,False
148.0,519.0,4.200805444538442,-0.002443462270385395,0.03699645031605511,8.074938644014393,0.002467625606538662,False
